codes,day,city,name,address,startTime,isAccessible
C12,Thur,Raynham, ,"Stone Church, Rte. 104",9:30 a.m., 
CBB,Thur,Revere,Beachcombers,"St. Anthony's, Rear",NOON,Handicap Yes
O,Thur,Revere,We Care,"First Baptist Ch., 209 Beach St.",7:30 p.m., 
CBB,Thur,Rockport, ,"Baptist Ch., Broadway & Mt. Pleasant St.",NOON - 1 p.m., 
SDM,Thur,Rockport,Men In Recovery,"United Meth. Ch., 36 Broadway",7:30 p.m., 
C12T,Thur,Salem,Another Chance,"St. James Chapel, 156 Federal St., Rear",10-11:15 a.m.,Handicap Yes
OD,Thur,Salem,Smart Start,"Mission, 56 Margin St.",4-5 p.m., 
O,Thur,Salem,Legacy Of Hope,"Tabernacle Ch., Wash. & Federal",8-9 p.m., 
CSD,Thur,Salisbury,Hope - AA Only,United Methodist Church,7:30-8:30 p.m., 
OD,Thur,Sandwich, ,"St. John's, 159 Main St.",NOON, 
O*,Thur,Sandwich, ,"DeWitt Clinton Lodge, 175 Main Street",7:30 p.m., 
O,Thur,Saugus,Kenmore,"Salvation Army, 209-233 Broadway, Rt. 1 So.",7:30 p.m., 
CBB,Thur,Scituate,Scituate Seaside Mtgs.,"St. Mary's, E. Foster Rd.",8:30-9:30 a.m.,Handicap Yes
O,Thur,Scituate,Centre,"St. Lukes, 3A & 1st Parish Rd.",8-9 p.m., 
C12,Thur,Sharon,Cottage,"Lady of Sorrows, 59 Cottage St.",10:30 a.m., 
C12,Thur,Shrewsbury,Eternal Vigilance,"Trinity Episcopa, 440 Main St.",7-8 a.m., 
CBB,Thur,So. Boston,Pilot House,"Task Force, 345 Old Colony Ave.",7:15 a.m., 
OD,Thur,So. Boston,Early Bird,"St. Monica's Hall, 331 Old Colony Ave.",7:30- 9 AM, 
OD,Thur,So. Boston,Keep The Spirit,"St. Monica's Ch. Hall Side Door, Old Col Ave & Preble",11:30 a.m., 
OD,Thur,So. Boston,The Devine Way,"Recovery Center, Devine Way",7-8 p.m., 
OD,Thur,So. Boston,Polish Speaking,"Lady of Czenstochowa, 655 Dorchester Ave.",7:30 p.m., 
O,Thur,So. Boston,Primary Purpose,"St. Monica's, 331 Old Colony Ave.",7:30-8:30 p.m., 
O,Thur,So. Boston,Gavin,"Tynan School, 650 E. 4th",7:30 p.m., 
CD,Thur,So. Dennis, ,"Masonic Hall, 242 Old Bass River Rd.",5:00-6:00 p.m., 
OBB,Thur,Somerville,Davis Square Chapter 2,"United Ch. of Christ, 89 College Ave.",7:00 p.m., 
CD,Thur,Stoneham,2 for 1,"1st Baptist Ch., 457 Main St., Enter Hancock",1-2 pm, 
C12W,Thur,Stoneham,Sisters in Step,"All Saints Church, 79 Central St.",6:30-7:30 p.m.,Handicap Yes
O,Thur,Stoneham, ,"St. Patrick's, 10 Pomeworth St.",8-9 p.m., 
C12W,Thur,Stoughton,Women's Step,"1st Cong. Ch., 76 Pierce St.",7-8 pm,Handicap Yes
OYP,Thur,Stoughton,YP New Start,"Grace Church, 421 Page St.",7:30 - 9:00 p.m., 
OBB,Thur,Taunton,Pass It On,"West Cong. Ch., Lincoln Hall, 415 Winthrop St.",7:30-8:45 p.m.,Yes
O,Thur,Taunton,Winners,"Morton Hosp., 1st Fl. Cafe, 88 Washington St.",8:30 p.m., 
C12W,Thur,Tewksbury,Just For Women,"State Hosp., Green Room",6:00 p.m., 
O,Thur,Tewksbury,Original,"State Hosp. Chapel, 365 East St.",8-9:00 p.m., 
CD,Thur,Topsfield,Common Ground,"Cong. Ch., Emerson Ctr.,9 E. Common St .",7: 30 - 8:30 p.m.,Handicap Yes
O12,Thur,Truro,North,"Christian Union Ch., Rte. 6A",7:30-8:30 p.m.,Handicap Yes
O,Thur,Tyngsboro,Bridge To Recovery,"Council on Aging, 180 Lakeview Ave.",7:30-8:30 p.m.,Handicap Yes
OD,Thur,W. Barnstable,Fellowship Works,"1717 Mtg. Hse Ch., 2049 Mtg. Hse. Way",5:00 p.m., 
OD,Thur,W. Bridgewater,Just for Today,"24 S. Clubhouse, 320 W. Center St.",7 - 8 a.m., 
OSD,Thur,W. Bridgewater,Out to Lunch,"24 S. Clubhouse, 320 W. Center St.",Noon, 
OSD,Thur,W. Bridgewater,Joy is in the Journey,"Today Club House, 465 N. Main",5.30-6.30 p.m., 
ODW,Thur,W. Bridgewater,A Bridge Back II,"24 S. Clubhouse, 320 W. Center St.",7:00-8:00 p.m., 
OD,Thur,W. Roxbury,Happy Rd. to Destiny,"Unitarian Ch., 1859 Centre St",6:30 AM, 
O,Thur,W. Roxbury,Dedham Line,"St. Stephen's, 5160 Wash. St.",8-9 p.m., 
O,Thur,W. Roxbury,People Helping People,"Unitarian, 1859 Centre",8:15-9:15 p.m., 
OSD,Thur,Wakefield,Noontime,"Cong. Ch., 1 Church St.",NOON-1 p.m., 
OBBW,Thur,Wakefield,Our Common Ground,"Cong. Ch., 1 Church St.",7:15 p.m., 
OD,Thur,Waltham,Day At A Time,"Presbyterian Ch., 34 Alder St.",NOON - 1:15 p.m., 
CM,Thur,Waltham,Just Don't Drink,"St. Charles Parish Hall, Taylor & Hall Sts.",7:30 - 9 PM, 
OD,Thur,Wareham,There is Hope,"Wesley United Meth. Ch., 462 Main St.",7:30 a.m., 
OD,Thur,Wareham,Here and Now,"Wesley United Meth. Ch., 462 Main St.",NOON - 1p.m.,Handicap Yes
O,Thur,Wareham,First Tradition,"St. Pat's, 82 High St.",8:00 p.m.,Handicap Yes
ODW,Thur,Watertown,Deal Yourself In,"Grace Vision Ch., 80 Mt. Auburn St.",6-7 pm, 
OD,Thur,Wellesley,Top Of The Hill,"Friends Mtg. Hse., 26 Benvenue",NOON, 
C12W,Thur,Wellesley,Women's,"St. Andrews, 73 Denton Rd.",7-8:15 p.m., 
CD,Thur,Westboro,Easy Does It,"Good Shepard Luth. Ch., 183 W. Main St.",8-9 p.m., 
O,Thur,Weston,Observatory,"Unitarian, 349 Boston Post Rd.",7:30-8:30 p.m.,Handicap Yes
O12T,Thur,Westwood,Grateful To Be Here,"St. Marg. Mary, 845 High, Trad., last thur.",7 p.m., 
O,Thur,Westwood,Serenity,"St. Dennis, 157 Washington St., Islington",7:30-8:30 p.m., 
O,Thur,Weymouth,Avalon,"St. Jerome's Basement, Rte. 3A, No. Wey.",7:30 - 8:30 p.m., 
C12,Thur,Weymouth,"Get Tog. Step, BYOC","Ch. of Nazarene, 389 RalphTalbot",7:30 p.m., 
OD,Thur,Weymouth,New Beginnings,"Old So. Union, Columbian Sq.",7:30-8:30 p.m.,Handicap Yes
O,Thur,Whitinsville, ,"Trinity Church, 31 Linwood Ave.",8:00 p.m., 
CBB,Thur,Whitman,Big Book,"Senior Citz. Ctr., 16 Hayden Ave.",7:30 p.m.,Handicap Yes
OD,Thur,Winchester,S.A.S.T.O.,"Unitarian, 476 Main St.",7-8:30 p.m., 
C,Thur,Winthrop,By Sea,"St. John’s, 217 Lincoln St., side door",7:30 p.m.-8:30 p.m., 
OD,Thur,Worcester,7A Group,107 Lincoln St.,7:00-8:00 a.m.,Handicap Yes
CD,Thur,Worcester,Discussion,"695 Main St., 4th Fl.",9:30 a.m.,Handicap Yes
O,Thur,Worcester,Serenity,"1st Baptist, Park Ave. & Salisbury St.",8 - 9 p.m., 
OSDYP,Thur,Wrentham,Young People,"St. Mary's Parish Hall, 130 South St.",7:30-8:30 p.m., 
O12,Thur,Yarmouth,South,"Methodist, 324 Old Main Street",7:30 - 8:30 p.m., 
OSD,Fri,Abington,Early Bird Dawn Patrol,"United Church, Rte 18, 10 Bedford St.",7-8 a.m., 
O,Fri,Abington,Old Town,"St. Bridget's, 455 Plymouth St., Rte. 58",8:30 p.m., 
O,Fri,Acton,West,"Baptist Ch., 592 Mass. Ave.",8-9 p.m.,Handicap Yes
OD,Fri,Allston,Overdue,Hill Memorial Ch. 279 N. Harvard,NOON-1 p.m., 
OD,Fri,Amesbury,What's Good About Today,"Unity on River, 58 Macy, Rte. 110",7-8 a.m., 
OD,Fri,Andover, ,"South Church, Central St.",8:00 p.m., 
CD,Fri,Arlington,Just For Today,"St. Camillus, 1175 Concord Turnpike, Arlington",7-8 a.m. 6 a.m.,Handicap Yes
OBB12,Fri,Arlington,BBSS,"Calvary Meth. Ch., 300 Mass Ave.",Noon,Handicap Yes
O12M,Fri,Ashland,Cellar Dwellers,"Federated Ch., 118 Main St",7 p.m., 
OD,Fri,Attleboro,Get a New Life,"Cameron Bldg., 68 Falmouth St.",10 a.m., 
OD,Fri,Attleboro,Keep Trying,"Advent Christian Ch., 560 Pleasant St.",Noon - 1p.m., 
OD,Fri,Attleboro,Desire to Stop,"Cameron Bldg., 68 Falmouth St.",Noon-1:00 p.m.,Handicap Yes
OSD,Fri,Attleboro,Old School,"Cameron Bldg., 68 Falmouth St.",7-8 pm, 
CD,Fri,Attleboro,After Hours,"Cameron Bldg., 68 Falmouth St.",10 p.m., 
CD,Fri,Bedford,First Things First,"1st Ch. Christ, 25 Great Rd.",6:00-6:45 a.m., 
OBBW,Fri,Belmont,Ladies Night Out,"McLean Hosp., Demarneffe Bldg., Rm. 132",8 p.m.,Handicap Yes
O,Fri,Belmont, ,"Plyrnouth Cong. Ch., 582 Pleasant St., Rte. 60",8:00 p.m., 
O,Fri,Berkley,Grace,"Meth. Ch., Rte. 79 & Padelford St.",7:30 p.m.,Handicap Yes
CBB,Fri,Beverly,Second Chance,"White Whale, 9 Hale St",5:30-6:30 p.m. 10:30 p.m., 
O,Fri,Beverly,River House,56 River St,6-7 pm, 
CSD,Fri,Beverly,Traditional,"2nd Cong'l., 35 Conant St.",7:00-8:00 p.m., 
OSD,Fri,Beverly,North Shore Beginners,"Nazarene Ch., 556 Cabot St.",7:00 PM, 
OD,Fri,Billerica,New Beginning,"1st Cong. Ch., 18 Andover Rd.",7-8 p.m.,Handicap Yes
O12,Fri,Blackstone,12 Golden Steps,"St. Theresa, 630 Rathbun St.",12-1 p.m., 
OSD,Fri,Boston,Rise & Shine,"St. Francis Hse. Shelter, 39 Boylston St.",7-8 a.m., 
C,Fri,Boston,Mindful Meditation,"Emmanuel Church, 15 Newbury St.",7:30 a.m.,Handicap Yes
OSD,Fri,Boston,Sahara Sunrise,"Harvard Vanguard, 147 Milk St., Conf. Rm. 1B",7:30-8:30 a.m., 
O12,Fri,Boston,Back Bay Steps,Arlington St. Church,7:30 a.m., 
OD,Fri,Boston,Copley Noontime,"Trinity Ch., Claredon St. ,Ferris Library",Noon,Handicap Yes
OD,Fri,Boston,Ashburton-Noon,Alley next to 20 Ashburton Pl.,Noon-1 p.m., 
OBB,Fri,Boston,Lunchtime,"BU, Marsh Chapel, Marsh Rm., 735 Comm. Ave.",1-2 p.m., 
CSD,Fri,Boston,Copley Square,"Church of the Covenant, 67 Newbury St.",5:30 p.m., 
O,Fri,Boston,Homeward Bound,"Central Service, 12 Channel St., Ste. 604, Marine Ind.Pk",5:30-6:30 p.m., 
CD,Fri,Boston,Big Book Thumpers,"N.U., 2nd Fl., Ell Hall, Reflection Rm.",6-7 p.m., 
CBBG,Fri,Boston,Big Book,74 Kilmarnock St.,6 p.m., 
OD,Fri,Boston,North End Newcomers,"Boston Worship Center, 9 Salutation St.",6:15-7:30 p.m., 
O,Fri,Boston,Not Forgotten,"Vets Shelter, 17 Court St.",6:45-7:45 p.m., 
C12,Fri,Boston,Friday Night 12 & 12,"Our Lady of Victories, 27 Isabella St.",7:00 p.m., 
OBB,Fri,Boston,How It Works,"Beacon Chambers, 19 Myrtle St.",7:30-8:30 p.m., 
OBBYP,Fri,Boston,Fri. Nite Young People,"Old South Ch., 645 Boylston St.",8 p.m., 
SDG,Fri,Boston,People Of Color,74 Kilmarnock St.,8:00 p.m.,Handicap Yes
O,Fri,Boston,Newbury,"Flynn Kitchen, 805 Huntington Ave. Downstairs",8:30 p.m.,Handicap Yes
CDG,Fri,Boston,Say AAH,74 Kilmarnock St,10-11:30 PM,Yes
OD,Fri,Braintree,Anchorage,"St. Thomas Moore, 8 Hawthorne Rd.",11:45-12:45 p.m., 
O,Fri,Braintree,South,"St. Francis, 856 Washington St.",8:00 p.m., 
OD,Fri,Brewster,Grateful Living,"United Meth. Ch., 701 Airline Rd.",7:15 a.m, 
OD,Fri,Brewster,5 Alive,"Club Dry Dock,1439 Main St., Rte. 6A",5 p.m., 
OD,Fri,Brewster,T.G.I.F.,"Lutheran Ch., Rte. 6A",7:30-8:30 p.m., 
OBB,Fri,Bridgewater,In the Book,"St. Tom. Aq. Par. Hall, 103 Center St.",9:30 a.m., 
O*,Fri,Brighton,Lake Street,"St. Ignatius, Commonwealth @ Lake","8-9 p.m., Beg. 6:30", 
O,Fri,Brockton,Old Boy,"St. Patrick's Ch., Fr. Kenny Way & Main St.",10 a.m., 
O,Fri,Brockton,Champions,"Brock. Hosp., Caf., 680 Center St.",7:30-8:30 p m.,Handicap Yes
O,Fri,Brockton,Duffy's Tavern,"Masonic Building, 279 Prospect St.",8:00 p.m., 
OBB12,Fri,Brookline,Big Book Step Study,"All Saints, 1773 Beacon St.",7:30 p.m., 
O,Fri,Buzzards Bay,11th Step Meditation,"Bourne Comm. Bldg., 239 Main St.",5:30 - 6:30 p.m., 
CDM,Fri,Cambridge,Hair of the Dog,"Christ Ch., 0 Garden St.",7:30 - 8:15 a.m., 
CD,Fri,Cambridge,Gratitude,"Methodist church, 1555 Mass Ave.",NOON-1 p.m.,Handicap Yes
OD,Fri,Cambridge,Beginners,"Univ. Lutheran Ch., 66 Winthrop St",6:00 p.m.,Handicap Yes
CBW,Fri,Cambridge,Morning Glories II,"First Cong'l., 11 Garden St.",7-8:00 a.m., 
O12#,Fri,Cambridge,Kendall Square,"MIT Bldg. E25, Rm. 119, 45 Carlton St., No Holidays",7:15-8 a.m., 
SD,Fri,Cambridge,40 and Over,"Mt. Auburn Hosp., Dining Room 2",7:30 -8:30 p.m., 
O,Fri,Cambridge,Central Unity,"First Baptist, 5 Magazine St.",8-9 p.m., 
OGWSD,Fri,Cambridge,Sisterhood,"HDS. 45 Francis Ave., Sperry Rm. #116.",8 - 9 p.m.,Handicap Yes
OD,Fri,Canton,Noontime,"Trinity Church, Rte. 128 & 138 North",NOON - 1p.m., 
O*,Fri,Canton, ,"St. John's, 700 Washington St.","8-9 p.m., Beg. 7:00 p.m.", 
OD,Fri,Carver,Dare to Share,"Lady of Lourdes, Rte 58, 130 Main St.",11: a.m. to Noon, 
O*,Fri,Carver, ,"United Parish Ch., 115 Main St.","8:00 p.m., Beg. 6:30 p.m.", 
OD,Fri,Centerville,Hour Of Power,"Our Lady, 230 S. Main",7:30 a.m., 
OD,Fri,Charlestown,DAAT,586 Rutherford Ave.,NOON-1 p.m.,Handicap Yes
OD,Fri,Charlestown,Friday Night,586 Rutherford Ave.,7-8:15 p.m., 
OSD,Fri,Chelmsford,Let's Talk,"Central Baptist on Common, Westford & Academy Sts.",12:15-1:15 p.m., 
OD,Fri,Chelmsford,Freedom From Booze Beginer,"Lutheran Ch., 170 Old Westford Rd.",6:30-7:30 p.m., 
O,Fri,Chelmsford,Stone Church,"All Saints, 10 Billerica Rd.",7:30 p.m., 
OD,Fri,Chelsea,Inter City,"St. Rose, 601 Broadway",11:30 a.m.-12:30 p.m., 
C12M,Fri,Chelsea,Mixed Nuts,"MGH, Rm. 401, 151 Everett Ave.",6:30 p.m., 
O,Fri,Chelsea,Simple Truths,"Soldiers Home Cafeteria, 91 Crest Ave., Chelsea",8 p.m., 
OD,Fri,Clinton,Keep The Faith,"A.I.R., 256 High St.",NOON, 
O,Fri,Clinton,Central Park,"Good Shepherd, 209 Union St.",8:00 p.m., 
OD,Fri,Cohasset,Fri. Night Beginner's,"St. Stephen's Ch., 16 Highland Ave.",7:00 p.m., 
OD,Fri,Concord,Sobah Camel,"Monument Hall, 62 Monument Sq.",12-1 p.m.,Handicap Yes
OSD,Fri,Concord,Hope,"W. Concord Union Ch., 1317 Main St.",8 - 9:30 p.m.,Handicap Yes
O12,Fri,Cotuit, ,"Federated, High Street",8:00 p.m., 
OSD,Fri,Danvers,Eye Opener,"All Saints Episc. Ch., Holten St., Front Door",7-8 a.m., 
CD,Fri,Danvers,Y Me,"YMCA, 34 Pickering Street",10:30-11:30 a.m., 
OD,Fri,Danvers,Road To Recovery,"All Saints Episc. Ch., Holten St.",NOON-1 p.m., 
O,Fri,Danvers,Freedom,"All Saints Episcopal Ch., 46 Cherry St.",6 - 7 p.m., 
O*,Fri,Dartmouth,South,"Cong. Ch., 17 Middle St.",7:30 p.m. Beg. 6-7 p.m., 
OSD,Fri,Dedham,Night,"St. Mary's Parish Ctr, 25 Avery St., Side Door",7:30 p.m., 
O12,Fri,Dorchester,Twelve Steps,"Kit Clark Hse., 1500 Dor. Ave.",9-10 a.m.,Handicap Yes
O12,Fri,Dorchester,Friday,"Kit Clark Senior Ctr., 1500 Dorchester Ave.",10:30-11:30 a.m., 
OSD,Fri,Dorchester,Living Room,"Christ Community Ch., 51 Walnut St.",7-8 p.m., 
O*,Fri,Dorchester,New Boston,"BC HI, 150 Morrlssey Blvd.","7:30 p.m., Beg. 6:30 p.m.", 
O,Fri,Dorchester,Uphams Cor.,"Elec. Union Bldg., 256 Freeport St.",8 p.m.,Handicap Yes
O12W,Fri,Dracut,Sober Sisters,"St. Marg. D'Youville, enter Goodhue side",10:45 - 11:45 am,Handicap Yes
SD,Fri,Dracut,Sobriety 101,"Ste. Marguerite d'Youville, 1340 Lakeview Ave.",Noon, 
OSD,Fri,Dracut,Always Aware,"Ste. Marguerite d'Youville, 1340 Lakeview Ave.",7 p.m., 
CBBM,Fri,Duxbury,Sober Sunrise,"St. John's Church, 410 Washington St.",7:00 a.m., 
OSD,Fri,Duxbury,Discovery,"St. John's, 410 Washington St.,",7:30 p.m., 
OD,Fri,Eastham, ,"Methodist Church, Rt. 6",8:30 p.m., 
C12,Fri,Everett,You Gotta Want It,"Immaculate Conception Rectory, 489 Broadway",7:30 p.m., 
OD,Fri,Fall River,SOS,"1st Baptist Ch., 228 N. Main St",11:45 - 12:45 a.m., 
OBB,Fri,Fall River,Turn It Over,"1st Baptist Ch., 228 N. Main",5:30-6:45 p.m., 
OD,Fri,Falmouth,Each Day a New Beginning,"Wesley Methodist, 270 Gifford St.",7-8 a.m., 
OD,Fri,Falmouth,Discussion,"St. Patricks, 511 Main St.",Noon - 1 p.m., 
O,Fri,Falmouth, ,"St. Anthony's, Rte. 28",7:30 p.m., 
CD,Fri,Fitchburg,Keep It Simple,"Faith United Ch., 820 Main St.",NOON-1 p.m., 
O12,Fri,Foxboro,Daily Winners,"Community Ctr., 382 South St.,",NOON-1 p.m., 
OD,Fri,Framingham,Reflections,"Dennison Bldg., 300 Howard St.",7-8 a.m., 
OD,Fri,Framingham,Daily,"Drop In Center, Kendall St.",NOON - 1 p.m., 
CD,Fri,Framingham,Midday Release,"First Baptist, Pleasant St.",12:15 p.m., 
OD,Fri,Framingham,Out of the Wind,"Dennison BLdg., 300 Howard St.",8 p.m.,H
OSD,Fri,Framingham,First Step Forward,"Salvation Army, 35 Concord St.",8-9 p.m., 
OSD,Fri,Franklin,Unity,"St. John's, 237 Pleasant St.",8-9 p.m., 
OSD,Fri,Gardner,Mid Day,205 School St,12:30 -1:30 pm,Handicap Yes
O,Fri,Gardner, ,"Unitarian, 66 Elm St.",7:00-8:00 p.m., 
CBB,Fri,Georgetown, ,"First Cong., Rte. 133, Andover St",7:30 p.m.,Handicap Yes
OD,Fri,Gloucester,Cape Ann Early Bird,"Baptist Ch., 38 Gloucester Ave.",7-8 a.m., 
OD,Fri,Gloucester,11th Step Prayer & Meditation,"St. Paul Lutheran, 1123 Wash. St.",7:30 - 8:30 p.m., 
O,Fri,Gloucester,Cape Ann,"Baptist, 38 Glouc. Ave.",8:00 p.m., 
CD,Fri,Groveland,As Bill Sees It,"St. James Ch., 119 Wash. St.",7-8 p.m., 
OD,Fri,Haverhill,Topic Disc.,"St. John Baptist, 110 Lincoln Ave.",NOON-1 p.m.,Handicap Yes
OD,Fri,Haverhill,New Jericho Noontime,"Safe Haven, 127 How St",NOON-1 p.m.,Handicap Yes
O12,Fri,Haverhill,Steppin In,"Whittier Pavilion, 76 Summer St.",6:45-7:45 p.m.,Handicap Yes
C12,Fri,Hingham,New Day,"Lutheran Ch., 916 MainSt., Rte 228",7:30-8:30 a.m.,Handicap Yes
CD,Fri,Hingham,Hope,"2nd Parish Ch., 695 Main St., Rte 228, 11th Step",7:30 - 8:30 a.m., 
CBB,Fri,Hingham,We Believe,"St. Paul's White Hse., 20 Fearing Rd.",6 p.m., 
OD,Fri,Holliston,Meditation,"1st Baptist Ch., 40 High St.",7:30p.m., 
OD,Fri,Hopedale,Friday Night Lights,"Sacred Heart Ch.,187 Hopedale St",7:30-8:30 p.m.,Handicap Yes
OD,Fri,Hull,Summer Only,"Burke Bathhouse, 116 Hull Shore Dr.",8:30-9:30 a.m., 
OBB,Fri,Hull,Hully Gullie's,"Gould Hall, 128 Spring St.",8 p.m.,Handicap Yes
OD,Fri,Hyde Park,Constant Vigilance,"Readville K of C Hall., 12 Wolcott Ct.",11:00 a.m., 
O,Fri,Hyde Park,Easy Does It II,"Christ Ch., 1220 River St.",7:30-8:30 p.m., 
OD,Fri,Jamaica Plain,Arborway,"Shattuck Hosp., Turville Conf. Rm.",7:30-8:30 p.m.,Handicap Yes
O*,Fri,Jamaica Plain,We Care,"Faulkner Hosp., 3rd Fl. Auditorium",8 p.m. Beg. 7 p.m., 
OD,Fri,Kingston,Early Bird Gratitude,"VCF Ch., 8 Hilltop Rd.",7-8 a.m., 
OW,Fri,Kingston,The Sacred Circle,"Beal House, 222 Main St.",7-8 a.m., 
OBB12,Fri,Kingston,BB Step Study,"V.C.F. Ch., 8 Hilltop Ave.,",7:30 p.m.,Handicap Yes
OSD,Fri,Lawrence,New Beginnings,"Riverside Ch., 290 Water St.",10:30-11:30 a.m.,Handicap Yes
OD,Fri,Lawrence,Just for Today,"599 Canal St., 5th Fl., Ste. West 2",Noon - 1,Handicap Yes
O,Fri,Lawrence,Back Door,"Psychological Ctr., 11 Union St., Rear",1:30-2:30 p.m., 
O,Fri,Leicester, ,"St. Pius X, 1163 Main St.",8:30 p.m., 
OD,Fri,Leominster,Eye Opener,"St. Mark's Youth Ctr., Cotton St.",8-9 a.m., 
OD,Fri,Leominster,High Noon,"Unitarian Universalist Ch., 15 West St.",NOON, 
O,Fri,Leominster,Clean Air,"Unitarian Ch., 15 West St.",7:45-9 p.m., 
OD,Fri,Lexington,Sober by Grace,"2 Militia Dr., Rm G-5",6:30-7:30 a.m.,Handicap Yes
C12,Fri,Lexington,12 + 12 In Recovery,"Baptist Ch., 1580 Mass. Ave.",NOON-1 p.m., 
OBB,Fri,Lowell,New Last Gaspers,"St. Anthony's Sch., 908 Central, downstairs",Noon-1p.m., 
CSD,Fri,Lowell,Spark of Hope Alcohol Only,"St. Rita's Shrine Basement, Mammouth Rd.",NOON,Handicap Yes
ODNS,Fri,Lowell,Screwy Twoey,"Shelter, 189 Middlesex St",2-3 p.m., 
ODG,Fri,Lowell,Great Awakening,"MCC Campus, Kearney Sq., Rm. 102",7:30 p.m., 
OD,Fri,Lynn,Recovery,"Lynn Art, 25 Exchange St., Rear",7 a.m., 
CSD,Fri,Lynn,Center,"Life Point Ch., 10 Baltimore St.",11:00 - Noon, 
O,Fri,Lynn,Do It Sober,"Life Point Ch., 10 Baltimore St.",4-5 p.m., 
OSD,Fri,Lynn,Snack & Chat Beg.,"Assem. God Ch., 10 Baltimore St.",6-7 p.m., 
OD,Fri,Lynn,Wyoma Sq. Beg.,1st Lutheran Ch.,7 p.m., 
CD,Fri,Malden,B.Y.O.C.,"Club 24, 787 Salem St.",7-8 a.m., 
OSD,Fri,Malden,Noontime,"Club 24, 787 Salem St.",NOON-1 p.m., 
OD,Fri,Malden,Happy Hour,"Club 24, 787 Salem St.",4-5 p.m., 
O*,Fri,Malden,Four Winds,"Club 24, 787 Salem St.","8-9 p.m., Beg. 6:30 p.m.", 
CBB,Fri,Malden,You And Us,"Imm. Conc., 10 Fellsway East",8 p.m., 
O,Fri,Mansfield,Alive Again,"Cong'l Church, 17 West St.",8:00 p.m., 
CD,Fri,Marblehead,Jumpstart,8 Anderson St.,7 a.m., 
OD,Fri,Marblehead,Light one Candle,"28 Mugford St., Side Entrance, 2nd Fl.",10:30 a.m., 
CD,Fri,Marblehead, ,8 Anderson St.,Noon-1 p.m., 
CD,Fri,Marblehead,Quittin Time,8 Anderson St.,4-5 p.m., 
O,Fri,Marblehead,New Freedom,"Counseling Center, 66 Clifton Ave",7:30 p.m., 
CD,Fri,Marblehead,Let's Get Well,8 Anderson St.,8 p.m., 
CD,Fri,Marblehead,Little Hall,8 Anderson St.,9:30 p.m.., 
OD,Fri,Marion,Eye Opener,"St. Gabriel's, 124 Front St.",7:30-8:30 a.m., 
CBB,Fri,Marion,Freedom,"Community Center, 144 Front St, (Rear prkng lot)",8:00 p.m., 
OD,Fri,Marlboro,Early Risers,33 Main St.,6:45-7:45 a.m.,Handicap Yes
OD,Fri,Marlboro, ,33 Main St.,NOON, 
CD,Fri,Marlboro,Simply Sober,33 Main St.,5:30-6:30 p.m., 
O,Fri,Marlboro,New Life,"Cong'l, High & Bolton",8:00-9:00 p.m., 
O,Fri,Marshfield,Back To Basics,"No. Com. Par. Hall, 72 Old Main",7:30-8:30 p.m., 
OD,Fri,Martha's Vnyd.,Open Discussion,"1st Baptist Par. Hse., 66 William St., V.H.",6:45 a.m.,Yes
OSD,Fri,Martha's Vnyd., ,"Grace Episc Par.Hse., 36 Woodlawn Ave.,Vnyd. Haven",NOON,Handicap Yes
OSD,Fri,Martha's Vnyd., ,"Good Sheperd Par. Ctr., 55 School St., Oak Bluffs",6:30 p.m.,Handicap yes
CSD,Fri,Martha's Vnyd., ,"1st Cong. Ch., 1051 State Rd.,W. Tisbury, Cong'l",8:30 p.m.,Handicap yes
OBB12,Fri,Mattapoisett,BBSS,"Friends Mtg. Hse., 103 Marion Rd.",7:30 p.m.,Handicap Yes
OSD,Fri,Maynard,Now,"Methodist Church, 2 Summer St.",NOON, 
OBB12,Fri,Maynard,Happy Destiny,2 Summer St.,7:00 p.m., 
O*,Fri,Medfield,Dlscovery,"1st Bapt., Rt. 109/South St.",8-9 p.m. Beg. 7 p.m., 
CBB12M,Fri,Medford,Men's BB Step Study,"Unitarian Univiversalist Ch., 147 High St.",7:30 p.m., 
O,Fri,Medford,West,"St. Francis, 21 Saint Clair Rd.,",7:30-8:30 p.m., 
CD,Fri,Melrose,Mid Morn. Drop In,"First Baptist, Main & Upham Sts.",10-11:00 a.m., 
CBB,Fri,Melrose, ,"1st Cong'l, 121 W. Foster St.",8:00 p.m., 
OBB,Fri,Merrimac,BB Fried on Friday,"Senior Center, 100 East Main St.",6-7 pm, 
CSD,Fri,Methuen,New Lease On Life,"St. Lucy's, Rte. 110",10:00 a.m., 
CBB,Fri,Methuen, ,Forest Street Church,7:00 p.m., 
O,Fri,Middleboro,Intensive Care,"Advent Luth. Ch., 62 E. Grove St.",7 - 8 p.m.,Handicap Yes
ODW,Fri,Middleton,Amazing Grace,"Cong. Ch., 68 Maple St., Rte. 62",10-11 a.m., 
CD,Fri,Middleton,Acceptance,"St. Agnes, 22 Boston Street",8:00 p.m., 
OSD,Fri,Milford,Eye Opener,"Unit. Univ. Ch., 23 Pine St.",8:30 a.m., 
C12M,Fri,Milford,Serenity Seekers,"First Cong. Ch., 4 Congress St",7:30 p.m., 
O,Fri,Millville,Valley,"St. Augustine, 17 Lincoln St",7:30 p.m., 
OBB,Fri,Milton,Farm,"Methodist Parkway Ch., 158 BlueHills Pkwy.",NOON, 
